127.0.0.1, 2015-07-02 20:18:08, GET, /, HTTP/1.1, 303, 0.003053
127.0.0.1, 2015-07-03 03:54:03, GET, /qboadsense, HTTP/1.1, 303, 0.051727
127.0.0.1, 2015-07-03 03:54:04, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.085896
127.0.0.1, 2015-07-03 03:54:06, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.069249
127.0.0.1, 2015-07-03 03:54:25, POST, /qboadsense/default/create_company, HTTP/1.1, 303, 0.045923
127.0.0.1, 2015-07-03 03:54:25, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.065008
127.0.0.1, 2015-07-03 03:54:29, GET, /qboadsense/default/create_ads, HTTP/1.1, 200, 0.069280
127.0.0.1, 2015-07-03 03:56:14, POST, /qboadsense/default/create_ads, HTTP/1.1, 303, 0.059610
127.0.0.1, 2015-07-03 03:56:14, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.067702
127.0.0.1, 2015-07-03 03:56:20, GET, /qboadsense/default/user/logout, HTTP/1.1, 303, 0.041969
127.0.0.1, 2015-07-03 03:56:20, GET, /qboadsense/default/index, HTTP/1.1, 303, 0.035240
127.0.0.1, 2015-07-03 03:56:20, GET, /qboadsense/default/home, HTTP/1.1, 303, 0.035643
127.0.0.1, 2015-07-03 03:56:20, GET, /qboadsense/default/user/login, HTTP/1.1, 200, 0.067196
127.0.0.1, 2015-07-03 03:56:30, POST, /qboadsense/default/user/login, HTTP/1.1, 303, 0.053287
127.0.0.1, 2015-07-03 03:56:30, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.063844
127.0.0.1, 2015-07-03 03:56:32, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.069985
127.0.0.1, 2015-07-03 03:56:37, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.080635
127.0.0.1, 2015-07-03 03:56:49, GET, /qboadsense/default/select_ad, HTTP/1.1, 200, 0.096020
127.0.0.1, 2015-07-03 03:58:03, GET, /qboadsense/default/select_ad, HTTP/1.1, 200, 0.083529
127.0.0.1, 2015-07-03 03:58:38, GET, /qboadsense/default/select_ad, HTTP/1.1, 200, 0.062775
127.0.0.1, 2015-07-03 03:58:45, GET, /qboadsense/default/select_ad, HTTP/1.1, 200, 0.067490
127.0.0.1, 2015-07-03 03:59:08, GET, /qboadsense/default/, HTTP/1.1, 303, 0.037804
127.0.0.1, 2015-07-03 03:59:08, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.063119
127.0.0.1, 2015-07-03 03:59:10, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.063674
127.0.0.1, 2015-07-03 04:00:26, POST, /qboadsense/default/create_company, HTTP/1.1, 303, 0.050149
127.0.0.1, 2015-07-03 04:00:27, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.070789
127.0.0.1, 2015-07-03 04:00:32, GET, /qboadsense/default/create_ads, HTTP/1.1, 200, 0.068753
127.0.0.1, 2015-07-03 04:02:27, POST, /qboadsense/default/create_ads, HTTP/1.1, 303, 0.053623
127.0.0.1, 2015-07-03 04:02:27, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.066937
127.0.0.1, 2015-07-03 04:02:39, GET, /qboadsense/default/select_ad, HTTP/1.1, 200, 0.072891
127.0.0.1, 2015-07-03 04:02:42, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.069465
127.0.0.1, 2015-07-03 04:03:03, GET, /qboadsense/default/user/logout, HTTP/1.1, 303, 0.042204
127.0.0.1, 2015-07-03 04:03:03, GET, /qboadsense/default/index, HTTP/1.1, 303, 0.038193
127.0.0.1, 2015-07-03 04:03:03, GET, /qboadsense/default/home, HTTP/1.1, 303, 0.041435
127.0.0.1, 2015-07-03 04:03:03, GET, /qboadsense/default/user/login, HTTP/1.1, 200, 0.065817
127.0.0.1, 2015-07-03 04:03:19, POST, /qboadsense/default/user/login, HTTP/1.1, 303, 0.053370
127.0.0.1, 2015-07-03 04:03:19, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.067413
127.0.0.1, 2015-07-03 04:03:25, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.067217
127.0.0.1, 2015-07-03 04:03:38, POST, /qboadsense/default/create_company, HTTP/1.1, 303, 0.045090
127.0.0.1, 2015-07-03 04:03:38, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.066820
127.0.0.1, 2015-07-03 04:03:39, GET, /qboadsense/default/create_ads, HTTP/1.1, 200, 0.084518
127.0.0.1, 2015-07-03 04:04:18, POST, /qboadsense/default/create_ads, HTTP/1.1, 303, 0.087897
127.0.0.1, 2015-07-03 04:04:18, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.073247
127.0.0.1, 2015-07-03 04:04:27, GET, /qboadsense/default/select_ad, HTTP/1.1, 200, 0.068545
127.0.0.1, 2015-07-03 04:04:31, GET, /qboadsense/default/user/logout, HTTP/1.1, 303, 0.043173
127.0.0.1, 2015-07-03 04:04:32, GET, /qboadsense/default/index, HTTP/1.1, 303, 0.039600
127.0.0.1, 2015-07-03 04:04:32, GET, /qboadsense/default/home, HTTP/1.1, 303, 0.037668
127.0.0.1, 2015-07-03 04:04:32, GET, /qboadsense/default/user/login, HTTP/1.1, 200, 0.072832
127.0.0.1, 2015-07-03 04:20:03, POST, /qboadsense/default/user/login, HTTP/1.1, 303, 0.066951
127.0.0.1, 2015-07-03 04:20:03, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.071110
127.0.0.1, 2015-07-03 04:20:09, GET, /qboadsense/default/login_qbo, HTTP/1.1, 200, 0.188625
127.0.0.1, 2015-07-03 04:21:03, POST, /qboadsense/default/login_qbo, HTTP/1.1, 500, 0.196309
127.0.0.1, 2015-07-03 04:21:03, GET, /favicon.ico, HTTP/1.1, 400, 0.000941
127.0.0.1, 2015-07-03 04:21:05, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-03.04-21-02.f31dccf4-4e21-49f2-921f-18b90999b046, HTTP/1.1, 200, 0.152927
127.0.0.1, 2015-07-03 04:21:05, GET, /favicon.ico, HTTP/1.1, 400, 0.000374
127.0.0.1, 2015-07-03 04:23:42, GET, /qboadsense/default/login_qbo, HTTP/1.1, 200, 0.282742
127.0.0.1, 2015-07-03 04:23:51, POST, /qboadsense/default/login_qbo, HTTP/1.1, 500, 0.248857
127.0.0.1, 2015-07-03 04:23:51, GET, /favicon.ico, HTTP/1.1, 400, 0.000451
127.0.0.1, 2015-07-03 04:23:53, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-03.04-23-50.058a64f6-b222-4dca-aaf5-c8b6a7a8be56, HTTP/1.1, 200, 0.123680
127.0.0.1, 2015-07-03 04:23:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000366
127.0.0.1, 2015-07-03 04:25:42, GET, /qboadsense/default/login_qbo, HTTP/1.1, 200, 0.200770
127.0.0.1, 2015-07-03 04:25:44, POST, /qboadsense/default/login_qbo, HTTP/1.1, 303, 0.045255
127.0.0.1, 2015-07-03 04:25:54, GET, /qboadsense/default/adding_ads, HTTP/1.1, 500, 10.317929
127.0.0.1, 2015-07-03 04:25:54, GET, /favicon.ico, HTTP/1.1, 400, 0.000419
127.0.0.1, 2015-07-03 04:30:37, GET, /, HTTP/1.1, 303, 0.002908
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/default/index, HTTP/1.1, 200, 0.105072
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.001148
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.001182
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/css/bootstrap-theme.min.css, HTTP/1.1, 200, 0.002555
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.002642
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.001823
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.002248
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.000672
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.000608
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.000948
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/js/share.js, HTTP/1.1, 200, 0.000774
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.000851
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.000658
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/images/background.jpg, HTTP/1.1, 200, 0.000804
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/images/twitter.png, HTTP/1.1, 200, 0.000859
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/images/facebook.png, HTTP/1.1, 200, 0.000681
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 200, 0.000970
127.0.0.1, 2015-07-03 04:30:37, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.000577
127.0.0.1, 2015-07-03 04:30:41, GET, /welcome/default/user/login, HTTP/1.1, 200, 0.020912
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/default/site, HTTP/1.1, 200, 0.094692
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/js/jquery.js, HTTP/1.1, 200, 0.002491
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/js/web2py.js, HTTP/1.1, 200, 0.001945
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/js/calendar.js, HTTP/1.1, 200, 0.001845
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/css/calendar.css, HTTP/1.1, 200, 0.001173
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.000768
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.001353
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/plugin_statebutton/css/bootstrap-switch.css, HTTP/1.1, 200, 0.000640
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/css/bootstrap.min.css, HTTP/1.1, 200, 0.001108
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/css/bootstrap_essentials.css, HTTP/1.1, 200, 0.002767
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/plugin_statebutton/js/bootstrap-switch.js, HTTP/1.1, 200, 0.001087
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/js/bootstrap.min.js, HTTP/1.1, 200, 0.000878
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.002264
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/plugin_multiselect/start.js, HTTP/1.1, 200, 0.002023
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/images/questions.png, HTTP/1.1, 200, 0.000606
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/images/folder_locked.png, HTTP/1.1, 200, 0.000648
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/images/folder.png, HTTP/1.1, 200, 0.000723
127.0.0.1, 2015-07-03 04:30:43, GET, /admin/static/_2.11.2/images/glyphicons-halflings-white.png, HTTP/1.1, 200, 0.000618
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/default/index, HTTP/1.1, 303, 0.132292
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.015873
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/css/bootstrap-theme.min.css, HTTP/1.1, 200, 0.000592
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/js/jquery.js, HTTP/1.1, 200, 0.001284
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.001093
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.002408
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/css/calendar.css, HTTP/1.1, 200, 0.001657
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.001178
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/js/calendar.js, HTTP/1.1, 200, 0.001873
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/js/web2py.js, HTTP/1.1, 200, 0.000661
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.001028
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/js/share.js, HTTP/1.1, 200, 0.000687
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.001119
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/images/gplus-32.png, HTTP/1.1, 200, 0.000574
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/images/twitter.png, HTTP/1.1, 200, 0.001025
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/images/facebook.png, HTTP/1.1, 200, 0.000803
127.0.0.1, 2015-07-03 04:30:45, GET, /qboadsense/static/images/favicon.ico, HTTP/1.1, 200, 0.001299
127.0.0.1, 2015-07-03 04:30:47, GET, /qboadsense/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.001186
127.0.0.1, 2015-07-03 04:30:48, GET, /qboadsense/default/user/logout, HTTP/1.1, 500, 0.070758
127.0.0.1, 2015-07-03 04:30:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000319
127.0.0.1, 2015-07-03 04:30:51, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.016728
127.0.0.1, 2015-07-03 04:30:54, GET, /qboadsense/default/, HTTP/1.1, 303, 0.011843
127.0.0.1, 2015-07-03 04:30:54, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.016995
127.0.0.1, 2015-07-03 04:30:58, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.017446
127.0.0.1, 2015-07-03 04:30:59, GET, /admin/default/site, HTTP/1.1, 200, 0.029408
127.0.0.1, 2015-07-03 04:30:59, GET, /favicon.ico, HTTP/1.1, 400, 0.000890
127.0.0.1, 2015-07-03 04:30:59, GET, /favicon.ico, HTTP/1.1, 400, 0.000215
127.0.0.1, 2015-07-03 04:31:00, GET, /favicon.ico, HTTP/1.1, 400, 0.000197
127.0.0.1, 2015-07-03 04:31:03, GET, /admin/default/design/qboadsense, HTTP/1.1, 200, 0.074200
127.0.0.1, 2015-07-03 04:31:03, GET, /admin/static/_2.11.2/images/help.png, HTTP/1.1, 200, 0.001197
127.0.0.1, 2015-07-03 04:31:03, GET, /admin/static/_2.11.2/images/test_icon.png, HTTP/1.1, 200, 0.000654
127.0.0.1, 2015-07-03 04:31:03, GET, /admin/static/_2.11.2/images/search.png, HTTP/1.1, 200, 0.001110
127.0.0.1, 2015-07-03 04:31:03, GET, /admin/static/_2.11.2/images/delete_icon.png, HTTP/1.1, 200, 0.001202
127.0.0.1, 2015-07-03 04:31:03, GET, /favicon.ico, HTTP/1.1, 400, 0.000208
127.0.0.1, 2015-07-03 04:31:05, GET, /admin/default/logout, HTTP/1.1, 303, 0.020545
127.0.0.1, 2015-07-03 04:31:05, GET, /admin/default/index, HTTP/1.1, 200, 0.027302
127.0.0.1, 2015-07-03 04:31:05, GET, /favicon.ico, HTTP/1.1, 400, 0.000535
127.0.0.1, 2015-07-03 04:31:08, POST, /admin/default/index, HTTP/1.1, 303, 0.020636
127.0.0.1, 2015-07-03 04:31:08, GET, /admin/default/site, HTTP/1.1, 200, 0.029888
127.0.0.1, 2015-07-03 04:31:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000179
127.0.0.1, 2015-07-03 04:31:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000211
127.0.0.1, 2015-07-03 04:31:09, GET, /favicon.ico, HTTP/1.1, 400, 0.000196
127.0.0.1, 2015-07-03 04:31:09, POST, /admin/default/check_version, HTTP/1.1, 200, 1.067321
127.0.0.1, 2015-07-03 04:31:10, GET, /qboadsense/default/index, HTTP/1.1, 303, 0.012013
127.0.0.1, 2015-07-03 04:31:10, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.017539
127.0.0.1, 2015-07-03 04:31:13, GET, /qboadsense/default/user/logout, HTTP/1.1, 500, 0.034770
127.0.0.1, 2015-07-03 04:31:13, GET, /favicon.ico, HTTP/1.1, 400, 0.000191
127.0.0.1, 2015-07-03 04:31:25, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.016166
127.0.0.1, 2015-07-03 04:31:27, GET, /admin/default/site, HTTP/1.1, 200, 0.029077
127.0.0.1, 2015-07-03 04:31:27, GET, /favicon.ico, HTTP/1.1, 400, 0.000190
127.0.0.1, 2015-07-03 04:31:28, GET, /favicon.ico, HTTP/1.1, 400, 0.000188
127.0.0.1, 2015-07-03 04:31:28, GET, /favicon.ico, HTTP/1.1, 400, 0.000193
127.0.0.1, 2015-07-03 04:31:29, GET, /admin/default/logout, HTTP/1.1, 303, 0.020011
127.0.0.1, 2015-07-03 04:31:29, GET, /admin/default/index, HTTP/1.1, 200, 0.021644
127.0.0.1, 2015-07-03 04:31:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000175
127.0.0.1, 2015-07-03 04:31:41, GET, /qboadsense/default/, HTTP/1.1, 303, 0.011132
127.0.0.1, 2015-07-03 04:31:41, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.016486
127.0.0.1, 2015-07-03 04:31:49, GET, /qboadsense/default/login_qbo, HTTP/1.1, 200, 0.019411
127.0.0.1, 2015-07-03 04:32:04, POST, /qboadsense/default/login_qbo, HTTP/1.1, 303, 0.012728
127.0.0.1, 2015-07-03 04:32:15, GET, /qboadsense/default/adding_ads, HTTP/1.1, 500, 11.079573
127.0.0.1, 2015-07-03 04:32:15, GET, /favicon.ico, HTTP/1.1, 400, 0.000212
127.0.0.1, 2015-07-03 04:33:40, GET, /favicon.ico, HTTP/1.1, 400, 0.000212
127.0.0.1, 2015-07-03 04:35:08, GET, /qboadsense/default/home, HTTP/1.1, 200, 93.112339
127.0.0.1, 2015-07-03 04:35:08, GET, /qboadsense/default/login_qbo, HTTP/1.1, 200, 92.200655
127.0.0.1, 2015-07-03 04:35:22, GET, /qboadsense/default/adding_ads, HTTP/1.1, 500, 101.911230
127.0.0.1, 2015-07-03 04:36:41, GET, /, HTTP/1.1, 303, 0.003022
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/default/index, HTTP/1.1, 200, 0.060549
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.000572
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.001582
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.001139
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/css/bootstrap-theme.min.css, HTTP/1.1, 200, 0.001378
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.000445
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.001085
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.002307
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.000770
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.000704
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.000411
127.0.0.1, 2015-07-03 04:36:41, GET, /welcome/static/js/share.js, HTTP/1.1, 200, 0.000274
127.0.0.1, 2015-07-03 04:36:42, GET, /welcome/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.000266
127.0.0.1, 2015-07-03 04:36:42, GET, /welcome/static/images/background.jpg, HTTP/1.1, 200, 0.000771
127.0.0.1, 2015-07-03 04:36:42, GET, /welcome/static/images/facebook.png, HTTP/1.1, 200, 0.001195
127.0.0.1, 2015-07-03 04:36:42, GET, /welcome/static/images/twitter.png, HTTP/1.1, 200, 0.001260
127.0.0.1, 2015-07-03 04:36:42, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 200, 0.000704
127.0.0.1, 2015-07-03 04:36:42, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.000421
127.0.0.1, 2015-07-03 04:36:45, GET, /welcome/default/user/login, HTTP/1.1, 200, 0.017602
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/default/site, HTTP/1.1, 303, 0.037457
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/default/index, HTTP/1.1, 200, 0.026931
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/js/jquery.js, HTTP/1.1, 200, 0.000937
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/js/calendar.js, HTTP/1.1, 200, 0.000819
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.001112
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/plugin_statebutton/css/bootstrap-switch.css, HTTP/1.1, 200, 0.001168
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/js/web2py.js, HTTP/1.1, 200, 0.002428
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/css/calendar.css, HTTP/1.1, 200, 0.001101
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/css/bootstrap.min.css, HTTP/1.1, 200, 0.000944
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.002007
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/css/bootstrap_essentials.css, HTTP/1.1, 200, 0.000799
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.000773
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/plugin_statebutton/js/bootstrap-switch.js, HTTP/1.1, 200, 0.000489
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/plugin_multiselect/start.js, HTTP/1.1, 200, 0.001007
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/js/bootstrap.min.js, HTTP/1.1, 200, 0.000400
127.0.0.1, 2015-07-03 04:36:48, GET, /admin/static/_2.11.2/images/questions.png, HTTP/1.1, 200, 0.000395
127.0.0.1, 2015-07-03 04:36:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000181
127.0.0.1, 2015-07-03 04:36:50, POST, /admin/default/index, HTTP/1.1, 303, 0.025585
127.0.0.1, 2015-07-03 04:36:50, GET, /admin/default/site, HTTP/1.1, 200, 0.027917
127.0.0.1, 2015-07-03 04:36:50, GET, /admin/static/_2.11.2/images/folder_locked.png, HTTP/1.1, 200, 0.000933
127.0.0.1, 2015-07-03 04:36:50, GET, /admin/static/_2.11.2/images/folder.png, HTTP/1.1, 200, 0.000650
127.0.0.1, 2015-07-03 04:36:50, GET, /admin/static/_2.11.2/images/glyphicons-halflings-white.png, HTTP/1.1, 200, 0.000320
127.0.0.1, 2015-07-03 04:36:51, POST, /admin/default/check_version, HTTP/1.1, 200, 0.868180
127.0.0.1, 2015-07-03 04:36:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000405
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/default/index, HTTP/1.1, 303, 0.051389
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.018971
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/css/calendar.css, HTTP/1.1, 200, 0.000987
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/js/jquery.js, HTTP/1.1, 200, 0.001225
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.001823
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/css/bootstrap-theme.min.css, HTTP/1.1, 200, 0.000650
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.001392
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/js/calendar.js, HTTP/1.1, 200, 0.001235
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.001097
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/js/web2py.js, HTTP/1.1, 200, 0.000775
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.000498
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/js/share.js, HTTP/1.1, 200, 0.000367
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.000870
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/images/facebook.png, HTTP/1.1, 200, 0.000625
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/images/twitter.png, HTTP/1.1, 200, 0.001240
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/images/gplus-32.png, HTTP/1.1, 200, 0.001165
127.0.0.1, 2015-07-03 04:36:57, GET, /qboadsense/static/images/favicon.ico, HTTP/1.1, 200, 0.000583
127.0.0.1, 2015-07-03 04:37:01, GET, /qboadsense/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.000331
127.0.0.1, 2015-07-03 04:37:04, GET, /qboadsense/default/login_qbo, HTTP/1.1, 200, 0.016485
127.0.0.1, 2015-07-03 04:37:09, POST, /qboadsense/default/login_qbo, HTTP/1.1, 303, 0.012504
127.0.0.1, 2015-07-03 04:37:37, GET, /qboadsense/default/adding_ads/<Storage {'email_id': 'shashank.agarwal94a@gmail.com'%2C '_formkey': 'b030bb0c-eb79-4b24-8822-675aaaff8d05'%2C 'password': 'password123'%2C '_formname': 'no_table/create'}>, HTTP/1.1, 500, 28.516677
127.0.0.1, 2015-07-03 04:37:37, GET, /favicon.ico, HTTP/1.1, 400, 0.000191
127.0.0.1, 2015-07-03 04:39:35, GET, /, HTTP/1.1, 303, 0.005643
127.0.0.1, 2015-07-03 04:39:35, GET, /welcome/default/index, HTTP/1.1, 200, 0.064266
